"1057",1,"Born Racer",46,"2020-07-08",2018,"R","89 min","Documentaries","In this all-access pass, IndyCar champion Scott Dixon and his team navigate the risks on the road in the quest to win it all."
"1058",1,"Born Strong",76,"2017-12-31",2017,"TV-MA","86 min","Documentaries","Four 400-pound giants fight for the crown at the Arnold Strongman Classic and offer a glimpse into their lives leading up to the competition."
"1059",1,"Born to Be Free",75,"2017-04-01",2016,"TV-14","74 min","Documentaries","Casting a light on the mistreatment of sea mammals, this documentary follows the plight of 18 Beluga whales kept in captivity for years."
"1060",1,"Boss",29,"2020-07-05",2013,"TV-14","139 min","Action & Adventure","Disowned by his father as a boy, Surya is taken in by a crime boss. When his brother Shiv is wrongly imprisoned, his father pleads for Surya's help."
"1061",1,"Bosta",40,"2020-10-19",2005,"TV-14","112 min","Dramas","After 15 years in France, Kamal returns to his native Beirut and reassembles his dance crew, striving to modernize traditional Dabke routines."
"1062",0,"Botched Up Bodies",75,"2019-10-02",2013,"TV-MA","1 Season","British TV Shows","From lifting saggy skin to repairing shoddy breast enhancements, plastic surgeons tackle extreme fixer-uppers."
"1063",0,"Bottersnikes & Gumbles",76,"2017-03-24",2017,"TV-Y7","2 Seasons","British TV Shows","The fun-loving Gumbles bounce and play while staying away from the foul-smelling Bottersnikes who live in a nearby junkyard."
"1064",1,"Bottom of the World",10,"2020-05-28",2017,"TV-MA","84 min","Dramas","En route to a fresh start in Los Angeles, young couple Alex and Scarlett stop over in a sleepy Southwestern town that loosens their grip on reality."
"1065",0,"Bountiful Blessings",61,"2017-08-01",2011,"TV-14","1 Season","International TV Shows","A former mortal who is now the Kitchen God cooks up celestial turmoil when he impregnates and opens a restaurant with his beloved, reincarnated wife."
"1066",1,"Boushkash",18,"2020-04-28",2008,"TV-MA","100 min","Comedies","A former goalkeeper-turned-talent scout embarks on a mischievous adventure to recruit players for Egyptian football clubs."
"1067",1,"Boy and the World",7,"2017-10-01",2013,"PG","80 min","Children & Family Movies","Young Cuca leaves his idyllic village on a grand adventure to find his father, who has traveled to the city seeking work."
"1068",1,"Boy Bye",76,"2019-04-02",2016,"TV-MA","86 min","Comedies","Single entrepreneur Veronica finally starts to believe in love after meeting sexy Lance, but she soon discovers he's hiding something from her."
"1069",1,"Boy Missing",67,"2017-02-19",2016,"TV-MA","105 min","International Movies","When her son is kidnapped and later found traumatized, a lawyer takes justice into her own hands, causing events that spiral out of control."
"1070",1,"Boyka: Undisputed",8,"2019-08-01",2016,"R","90 min","Action & Adventure","The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring."
"1071",0,"Boys Over Flowers",65,"2020-05-16",2009,"TV-14","1 Season","International TV Shows","Unassuming high school girl Jan-di stands up to – and eventually falls for – a spoiled rich kid who belongs to the school's most powerful clique."
"1072",1,"Brad Paisley's Comedy Rodeo",76,"2017-08-15",2017,"TV-MA","63 min","Stand-Up Comedy","Country music star Brad Paisley hosts a night of music and laughs with comics Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana and Mike E. Winfield."
"1073",1,"Brahman Naman",29,"2016-07-06",2016,"TV-MA","96 min","Comedies","This homage to 1980s teen sex comedies follows a college quiz bowl champion who knows almost everything – except how to talk to women."
"1074",0,"Brain Games",76,"2019-03-15",2016,"TV-G","3 Seasons","Docuseries","This interactive series uses games, illusions and experiments to illustrate how our brains manufacture our reality and often play tricks on us."
"1075",1,"Brain on Fire",76,"2018-06-22",2016,"PG-13","89 min","Dramas","Stricken with seizures, psychosis and memory loss, a young New York Post reporter visits doctor after doctor in search of an elusive diagnosis."
"1076",0,"Brainchild","","2018-11-02",2018,"TV-G","1 Season","Kids' TV","From germs and emotions to social media and more, it's the science of your world explained in a way that's refreshingly relatable."
"1077",1,"Brampton's Own",76,"2019-04-19",2018,"TV-MA","90 min","Dramas","After 12 years in the minors, a struggling baseball player retires, returns home and faces the last person he struck out with – his ex-girlfriend."
"1078",1,"Bratz: The Movie",76,"2020-06-29",2007,"PG","102 min","Children & Family Movies","When high school hierarchy divides four best friends into different cliques, the girls defy expectations and try to bring their groups together."
"1079",1,"Brave Blue World: Racing to Solve Our Water Crisis",10,"2020-10-21",2020,"TV-PG","51 min","Documentaries","From reuse to energy generation, new innovations across five continents are explored in this documentary about building a future for sustainable water."
"1080",0,"Brave Miss World",76,"2018-02-17",2013,"TV-14","1 Season","Crime TV Shows","Weeks before being named Miss World, Linor Abargil was raped. She tells the world her inspiring true story in this Emmy-nominated documentary."
"1081",1,"Brave New Jersey",76,"2017-12-15",2016,"TV-MA","92 min","Comedies","Small-town residents mistake an Orson Welles radio broadcast for news about an alien invasion and are emboldened to act as they await an apocalypse."
"1082",1,"Braven",10,"2020-12-17",2018,"R","94 min","Action & Adventure","A logger defends himself and his family from a group of murderous drug traffickers who have hidden a stash of heroin in his hunting cabin."
"1083",0,"Braxton Family Values",76,"2020-02-15",2014,"TV-PG","2 Seasons","Reality TV","Songstress sisters Toni, Traci, Towanda, Trina and Tamar Braxton open up about their lives and their relationships — and reveal a few surprises."
"1084",0,"Bread Barbershop","","2020-08-15",2020,"TV-Y","1 Season","Kids' TV","In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood."
"1085",1,"Break",20,"2020-12-03",2018,"TV-MA","96 min","Comedies","After a serious accident, Lucie tries to rediscover herself as a dancer and meets Vincent, a talented b-boy battling his own insecurities."
"1086",0,"BREAK IT ALL: The History of Rock in Latin America","","2020-12-16",2020,"TV-MA","1 Season","Docuseries","Soda Stereo, Café Tacvba, Aterciopelados and others figure in this 50-year history of Latin American rock through dictatorships, disasters and dissent."
"1087",1,"Break Ke Baad",29,"2020-11-19",2010,"TV-14","108 min","Comedies","Childhood friends Abhay and Aaliya experience plenty of obstacles in their paths as they find their way in the world and back to each other."
"1088",1,"Break Up 100",26,"2018-12-01",2014,"TV-14","105 min","Comedies","After their 99th breakup, a career woman and her carefree partner open a cafe where customers can put up souvenirs of past relationships."
"1089",0,"Breakfast, Lunch & Dinner",76,"2019-10-23",2019,"TV-MA","1 Season","Docuseries","Chef David Chang takes his insatiable curiosity about food, culture and identity on the road, in the convivial company of fun-loving celebrity guests."
"1090",0,"Breaking Bad",76,"2013-08-02",2013,"TV-MA","5 Seasons","Crime TV Shows","A high school chemistry teacher dying of cancer teams with a former student to secure his family's future by manufacturing and selling crystal meth."
"1091",1,"Breaking Free",29,"2017-12-15",2015,"TV-MA","81 min","Documentaries","One filmmaker’s quest to expose the human rights violations faced by India’s LGBTQ community was a project of passion seven years in the making."
"1092",1,"Breaking the Bank",75,"2020-01-01",2014,"TV-PG","105 min","Comedies","Bank chairman Charles Bunbury – who knows next to nothing about banking – fights to save both his company and his marriage from disaster."
"1093",0,"Breakout","","2017-07-01",2010,"TV-14","1 Season","International TV Shows","After losing her family in a suspicious car crash, a woman awakens from a 13-year coma determined to expose the truth about the long-ago tragedy."
"1094",1,"Breath",2,"2018-12-05",2018,"TV-MA","116 min","Dramas","In mid-1970s Australia, two small-town teenage boys befriend an enigmatic middle-aged surfer, who urges them to see the thrill in facing their fears."
"1095",1,"Brené Brown: The Call to Courage","","2019-04-19",2019,"TV-14","77 min","Documentaries","With humor and empathy, Brené Brown discusses what it takes to choose courage over comfort in a culture defined by scarcity, fear and uncertainty."
"1096",0,"Brews Brothers",76,"2020-04-10",2020,"TV-MA","1 Season","TV Comedies","Two rival brothers must work together to keep their brewery in business, but shenanigans keep foaming up their company with chaos."
"1097",1,"Brian Regan: Nunchucks and Flamethrowers",76,"2017-11-21",2017,"TV-PG","61 min","Stand-Up Comedy","Brian Regan takes relatable family humor to new heights as he talks board games, underwear elastic and looking for hot dogs in all the wrong places."
"1098",1,"Brick",76,"2018-09-01",2005,"R","110 min","Independent Movies","Teenage loner Brendan Fry navigates his high school's intense social network to discover a killer's identity after his secret crush is murdered."
"1099",1,"Bride For Rent",52,"2019-02-27",2014,"TV-PG","110 min","Comedies","Rocco needs to hire a bride so he can access his trust fund. Rocky desperately needs a job. Their marriage starts out fake, but ends up as much more."
"1100",1,"Bridezilla",30,"2020-12-24",2019,"TV-MA","94 min","Comedies","After failing to deliver for a demanding bride, a wedding planner makes a bold business move and throws the wedding of the year — for herself."
"1101",0,"Bridgerton",76,"2020-12-25",2020,"TV-MA","1 Season","Romantic TV Shows","The eight close-knit siblings of the Bridgerton family look for love and happiness in London high society. Inspired by Julia Quinn's bestselling novels."
"1102",1,"Bridget Christie: Stand Up for Her",75,"2017-03-31",2016,"TV-MA","51 min","Stand-Up Comedy","Performing stand-up for a packed house in London's Hoxton Hall, comedian Bridget Christie dives into the politics of gender, sex and equality."
"1103",1,"Bright",76,"2017-12-22",2017,"TV-MA","118 min","Action & Adventure","In an LA rife with interspecies tensions, a human cop and his orc partner stumble on a powerful object and become embroiled in a prophesied turf war."
"1104",0,"Bright: The Music Videos","","2017-11-23",2017,"TV-MA","1 Season","TV Shows","Explore the hit songs from the Will Smith film ""Bright"" in these music videos from Machine Gun Kelly, Bastille, Logic, Migos and friends."
"1105",1,"Brij Mohan Amar Rahe",29,"2018-08-04",2018,"TV-MA","100 min","Comedies","Faking his death to escape the realities of his uneventful life worked out well for Brij Mohan – until he was sentenced to death for his own murder."
"1106",0,"Bring It On, Ghost",65,"2019-10-30",2016,"TV-14","1 Season","International TV Shows","A college student with psychic abilities takes in an amnesiac ghost as his roommate – who ends up helping him hunt down spooky spirits."
"1107",1,"Bring It On: Worldwide Showdown",76,"2017-08-29",2017,"PG-13","95 min","Comedies","When cheerleading champs the Rebels are challenged by an edgy new squad, they take on teams from all over the world in a virtual cheer battle."
"1108",0,"Bringing Sexy Back","","2019-10-02",2015,"TV-14","1 Season","International TV Shows","In this reality series, everyday individuals adopt healthier lifestyles and transform their bodies to reclaim their confidence – with dramatic results."
"1109",0,"Broadchurch",75,"2017-11-27",2017,"TV-MA","3 Seasons","British TV Shows","After a young boy is murdered in the small seaside town of Broadchurch, local detectives Ellie Miller and Alec Hardy are assigned the mysterious case."
"1110",0,"Broken",76,"2019-11-27",2019,"TV-14","1 Season","Docuseries","This investigative docuseries shows how negligence and deceit in the production and marketing of popular consumer items can result in dire outcomes."
"1111",0,"Bromance",70,"2016-12-01",2015,"TV-PG","1 Season","International TV Shows","Ya-nuo's been raised as a boy. Now at age 25, she's caught the eye of a triad leader's sister. But what happens when she reveals her true gender?"
"1112",1,"Brooklyn's Finest",76,"2018-10-01",2009,"R","133 min","Dramas","Three cops find themselves hurtling toward the same crime scene on one fatal night in this tense, edge-of your-seat thriller."
"1113",1,"Brother",20,"2019-11-22",2019,"TV-MA","97 min","Dramas","Thrust from a violent home into a brutal custody center, a teenager learns to navigate a tough new reality and forge unlikely alliances to survive."
"1114",1,"Brother in Love",72,"2019-10-04",2019,"TV-MA","110 min","Comedies","A robbery leaves a proprietor penniless before his wedding, but becoming a son-in-law to a second family might be the financial solution he needs."
"1115",1,"Brother's Shadow",76,"2017-09-01",2006,"TV-MA","90 min","Dramas","After serving time in jail, a disgraced son returns to the family business in New York, where he struggles to fill the shoes of his late twin brother."
"1116",0,"Brotherhood",7,"2019-10-25",2019,"TV-MA","1 Season","Crime TV Shows","An honest lawyer reaches a moral crossroads after the cops force her to inform on her incarcerated brother, the leader of a rising criminal faction."
"1117",1,"Brotherhood of Blades II: The Infernal Battlefield",12,"2018-11-28",2017,"TV-MA","120 min","Action & Adventure","While tracking down a seditious painter, an imperial guard is accused of a royal assassination attempt and framed in a complicated conspiracy."
"1118",1,"Brothers",29,"2020-04-01",2015,"TV-14","155 min","Action & Adventure","After a troubled past with their alcoholic father, two estranged brothers prepare to face each other again as rivals in a street fighting tournament."
"1119",0,"Brown Nation",76,"2016-11-15",2016,"TV-14","1 Season","TV Comedies","An Indian American man living with his artistic wife and contentious father-in-law struggles to handle his household and a foundering IT company."
"1120",1,"Bruno and Boots: Go Jump in the Pool",10,"2017-06-24",2016,"TV-PG","91 min","Children & Family Movies","To keep pal Boots from being sent to a rival school with better athletics, prankster Bruno leads an epic campaign to build a pool at Macdonald Hall."
"1121",1,"Bruno and Boots: The Wizzle War",10,"2017-07-01",2017,"TV-PG","90 min","Children & Family Movies","Fed up with weird dress codes and wacky punishments, the students of neighboring schools face off against two recently hired oddball authoritarians."
"1122",1,"Bruno and Boots: This Can't Be Happening at Macdonald Hall",10,"2017-06-24",2017,"TV-PG","90 min","Children & Family Movies","The biggest troublemakers at Macdonald Hall are Bruno and Boots, who are caught and face an unthinkable punishment: separation into different dorms."
"1123",1,"Bucket List",29,"2018-11-05",2018,"TV-14","129 min","Dramas","After getting a heart transplant, a 40-year-old homemaker in Pune makes the life-changing decision to complete the bucket list of her 20-year-old donor."
"1124",1,"Budapest",20,"2019-03-01",2018,"TV-MA","103 min","Comedies","Two best friends put their careers and marriages on the line when they launch a business hosting outrageous, anything-goes bachelor parties in Hungary."
"1125",0,"Buddha","","2018-04-01",2013,"TV-PG","1 Season","International TV Shows","In this historical drama series, young Prince Siddhartha undergoes an intense spiritual journey that eventually transforms him into the Buddha."
"1126",0,"Buddi",75,"2020-09-11",2020,"TV-Y","2 Seasons","British TV Shows","The Buddis bounce, spin, glide — and giggle! — through their magical world, learning new things and sharing the joy of friendship."
"1127",1,"Buddies",7,"2019-02-15",2012,"TV-MA","103 min","Comedies","Inspired by the movie ""Thelma & Louise,"" three young people with Down syndrome leave the institution where they live to take a road trip together."
"1128",0,"Buddy Thunderstruck",76,"2017-03-10",2017,"TV-Y7","1 Season","Kids' TV","Follow the outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit."
"1129",1,"Buddy Thunderstruck: The Maybe Pile",76,"2017-07-14",2017,"TV-Y7","14 min","Movies","Champion truck-racing dog Buddy and his best friend, ferret mechanic Darnell, paw through the ""maybe pile"" and test out a bunch of crazy stunts."
"1130",1,"Budhia Singh: Born to Run",29,"2020-07-05",2016,"TV-MA","95 min","Dramas","In this thought-provoking biopic, an idealistic judo trainer adopts a boy from the slums and grooms him into the world's youngest marathon runner."
"1131",1,"Buffalo Boys",30,"2019-04-12",2018,"TV-MA","103 min","Action & Adventure","Two Indonesian brothers learn the ways of the American cowboy before returning home to avenge the murder of their father."
"1132",1,"Bugs",45,"2018-02-20",2016,"TV-G","73 min","Documentaries","A willing team of chefs and researchers goes on a gastronomic adventure around the globe to weigh the benefits of using bugs as a future food source."
"1133",1,"Bulbbul",29,"2020-06-24",2020,"TV-MA","94 min","Horror Movies","A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village."
"1134",1,"Bulbul Can Sing",29,"2020-01-15",2018,"TV-14","95 min","Dramas","Exploring their sexual identities in the face of the patriarchal rules of their Assamese village, a teenager and her two friends are rocked by tragedy."
"1135",1,"Bullet Head",8,"2018-03-07",2017,"R","94 min","International Movies","After a daring heist, three fugitives lock themselves in a warehouse hoping to evade the police, but find a worse threat as they fight to stay alive."
"1136",1,"Bulletproof 2",76,"2020-01-09",2020,"TV-MA","97 min","Action & Adventure","A special agent abruptly reunites with a criminal – once a former friend – when he attempts to use his identity to infiltrate and take down a cartel."
"1137",1,"Bullitt County",76,"2019-06-01",2018,"TV-MA","98 min","Independent Movies","When four college friends reunite for a bachelor party, their hunt for cash said to be hidden in Kentucky's backwoods leads to bloodshed and betrayal."
"1138",1,"Bully",76,"2020-09-29",2012,"PG-13","98 min","Documentaries","This eye-opening documentary tracks the stories of five different families whose children are struggling to defend themselves from school bullies."
"1139",0,"Bumping Mics with Jeff Ross & Dave Attell",76,"2018-11-27",2018,"TV-MA","1 Season","Stand-Up Comedy & Talk Shows","When Jeff Ross and Dave Attell take the stage, no one is safe. With the help of special guests, they're packing a lot of laughs into one epic weekend."
"1140",0,"Bunk'd",76,"2020-08-24",2020,"TV-G","4 Seasons","Kids' TV","The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met."
"1141",0,"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija","","2018-03-31",2017,"TV-PG","1 Season","Kids' TV","A clever uncle-nephew duo solves mysteries, crimes and other problems for the citizens of a colorful town where something zany is always going down."
"1142",1,"Burlesque",76,"2019-12-16",2010,"PG-13","119 min","Dramas","After leaving Iowa with stars in her eyes, Ali arrives at a Los Angeles burlesque lounge with dreams of taking the stage with her soaring voice."
"1143",1,"Burlesque: Heart of the Glitter Tribe",76,"2017-06-01",2017,"TV-MA","76 min","Documentaries","This revealing documentary probes the onstage personas of Portland, Oregon, burlesque performers who practice wildly different art forms."
"1144",1,"Burn Out",20,"2019-03-15",2017,"TV-MA","104 min","Action & Adventure","When his son's mom runs afoul of Paris's criminal underworld, a thrill-seeking superbike racer begins moonlighting as a drug courier to clear her debt."
"1145",0,"Burned Cocoon",72,"2017-04-01",2005,"TV-MA","1 Season","International TV Shows","A secret marriage unites two families – one wealthy and traditional, the other bankrupt and modern – and is threatened by the resulting conflicts."
"1146",1,"Burning",65,"2019-04-29",2018,"TV-MA","148 min","Dramas","An aspiring writer goes to the airport to pick up a high school friend returning from a trip to Africa but is disheartened to see her with another man."
"1147",1,"Burning Cane",76,"2019-11-06",2019,"TV-MA","78 min","Dramas","A small-town Louisiana minister and one of his parishioners cope with grief, alcoholism and a crisis of faith in this dramatic character study."
"1148",1,"Burning Sands",76,"2017-03-10",2017,"TV-MA","102 min","Dramas","Promising student Zurich opens his eyes to some hard truths when his fraternity's violent hazing escalates into a disastrous hell night."
"1149",0,"Burnistoun",75,"2019-10-01",2012,"TV-MA","2 Seasons","British TV Shows","This sketch series focuses on the eccentric characters in a small Scottish town, including bumbling cops, ""DJ Jesus"" and a disgruntled serial killer."
"1150",1,"Bushwick",76,"2017-11-24",2017,"TV-MA","94 min","Action & Adventure","When their diverse neighborhood is besieged by a mysterious militia, a grad student and an ex-Marine become an unlikely team in a battle for survival."
"1151",0,"Busted!",65,"2019-11-08",2019,"TV-14","2 Seasons","Crime TV Shows","Tackling different mysteries in each episode of this game show, seven sleuths get closer to solving the biggest one of all: What happened to Project D?"
"1152",1,"Buster's Mal Heart",76,"2017-08-26",2016,"TV-MA","98 min","Independent Movies","On the run from authorities, a troubled man recalls the mysterious events – and the strange drifter – that inspired his unusual transformation."
"1153",1,"Butterfield 8",76,"2019-11-01",1960,"TV-14","108 min","Classic Movies","Elizabeth Taylor won an Oscar as Gloria Wandrous, a stylish call girl who yearns to go straight, especially after she thinks she's found Mr. Right."
"1154",1,"BuyBust",52,"2018-11-13",2018,"TV-MA","128 min","Action & Adventure","In a mazelike Manila slum, at war with incensed civilians and a brutal cartel, special agent Nina Manigan must fight her way through one fierce night."
"1155",1,"Bwakaw",52,"2020-12-16",2012,"TV-MA","110 min","Dramas","Gruff and alone, retiree Rene rejects most human contact but begins to soften when he comes to terms with his homosexuality."
"1156",1,"By the Sea",20,"2020-02-16",2015,"R","122 min","Dramas","Troubled by the state of their marriage, Vanessa and Roland visit a French seaside town, where they have a fateful encounter with a pair of newlyweds."
"1157",1,"Bye Bye London",39,"2020-05-21",1981,"TV-14","177 min","Comedies","In this satirical play, a wealthy Kuwaiti businessman travels to London for pleasure and encounters a host of eccentric characters."
"1158",1,"Bygones Be Bygones",72,"2019-10-11",2017,"TV-MA","104 min","Comedies","A mother's plan to find her bachelor son a match derails when a new prospect turns up and sinister schemes unfold."
"1159",1,"Bypass Road",29,"2020-03-15",2019,"TV-14","135 min","International Movies","On the night his ex-lover mysteriously dies, a top fashion designer has a serious accident, raising questions on whether the incidents are linked."
"1160",1,"C Kkompany",29,"2019-05-31",2008,"TV-14","127 min","Action & Adventure","To blow off some steam, friends Akshay, Joshi and Lambodar, posing as a gang called C Kkompany, make a phony extortion demand to Joshi's apathetic son. The trio is shocked when their prank call makes them anonymous celebrities."
"1161",1,"Cézanne et moi",6,"2017-09-07",2016,"R","114 min","Dramas","This historical drama explores the long and often volatile friendship of painter Paul Cézanne and writer Émile Zola, who first met as schoolboys."
"1162",1,"Cabin Fever",76,"2019-06-06",2016,"R","98 min","Horror Movies","As a flesh-eating virus rips its way through a remote woodland cabin, the terrified teens vacationing inside wonder who'll fall victim next."
"1163",0,"Cabins in the Wild with Dick Strawbridge",75,"2018-09-15",2017,"TV-PG","1 Season","British TV Shows","Engineer Dick Strawbridge and craftsman Will Hardie tour eight unique cabins built for a pop-up hotel in Wales, and construct No. 9 on their own."
"1164",0,"Cable Girls",67,"2020-07-03",2019,"TV-MA","6 Seasons","International TV Shows","In 1920s Madrid, four women at the National Telephone Company ring in revolution as they manage romance, friendship and the modern workplace."
"1165",1,"Cadaver",48,"2020-10-22",2020,"TV-MA","87 min","Horror Movies","When a peculiar hotel dinner show draws crowds during a postapocalyptic famine, one family discovers they'll pay much more than the price of admission."
"1166",0,"Cagaster of an Insect Cage",36,"2020-02-06",2020,"TV-MA","1 Season","Anime Series","Thirty years after a disease that turns the infected into carnivorous insects emerged, a young exterminator and a teenage girl search for her mother."
"1167",1,"Cahaya Dari Timur Beta Maluku",30,"2018-10-05",2014,"TV-14","151 min","Dramas","After witnessing a child’s death during a violent clash, a former soccer player launches a youth team to help local kids avoid further bloodshed."
"1168",1,"Caida del Cielo",1,"2017-01-20",2016,"TV-MA","78 min","Comedies","When Julia literally falls into Alejandro's backyard from her apartment above, it's just the jolt that's needed to nudge these two loners together."
"1169",0,"Cain and Abel",65,"2019-03-12",2009,"TV-MA","1 Season","International TV Shows","Gifted doctor Cho-in leads a charmed life while his older brother Seon-woo seethes with jealousy in this series inspired by Biblical characters."
"1170",1,"Cairo Station",18,"2020-06-18",1958,"TV-14","73 min","Classic Movies","A Cairo newsstand vendor's fantasies morph into a dangerous fixation with a lemonade seller as a serial killer begins terrorizing the city."
"1171",1,"Cake",75,"2019-05-15",2018,"TV-MA","125 min","Comedies","When their aging father’s illness reunites two sisters under one roof, new tensions arise between them as old wounds and hidden secrets surface."
"1172",1,"Calendar Girls",29,"2017-10-15",2015,"TV-14","126 min","Dramas","Five calendar models try to navigate the twists and turns thrown in their path by the seductive and ruthless world of glamour."
"1173",1,"Calibre",75,"2018-06-29",2018,"TV-MA","101 min","Dramas","Two lifelong friends on a hunting trip in Scotland find their nerves – and their morals – ruthlessly tested after a harrowing turn of events."
"1174",0,"Calico Critters","","2018-11-01",2018,"TV-Y","1 Season","Kids' TV","The adorable residents of Sylvanian Village always have lots of fun with their friends and families!"
"1175",0,"Calico Critters Mini Episodes Clover","","2020-03-01",2020,"TV-Y","1 Season","Kids' TV","From throwing parties to planning fashion shows, the Hopscotch Rabbit Family is ready to leap into the daily adventures of their sweet town."
"1176",1,"Calico Critters: A Town of Dreams","","2018-11-01",2017,"TV-Y","11 min","Children & Family Movies","Freya heads into town with her mother for a very special occasion: a dress designed by her sister Stella is going to be in a fashion show!"
"1177",1,"Calico Critters: Everyone's Big Dream Flying in the Sky","","2020-03-01",2019,"TV-Y","11 min","Children & Family Movies","In the Hazelnut Chipmunk Family, Dominic is a little boy who loves to play, but a big moment will make him more grown-up on one memorable day."
"1178",1,"Calico Critters: The Treasure of Calico Village","","2018-11-01",2017,"TV-Y","22 min","Children & Family Movies","Freya and her friends inspire the mayor to put on a competition at the fete to pick the loveliest thing in Sylvanian Village."
"1179",0,"Caliphate",68,"2020-03-18",2020,"TV-MA","1 Season","International TV Shows","An impending ISIS attack on Sweden entangles a group of women, including a mother in a bind, a spirited student and an ambitious cop."
"1180",0,"Call Me Francis",34,"2016-12-16",2016,"TV-14","1 Season","International TV Shows","On his path to becoming Pope Francis, Father Jorge Bergoglio pursues his religious vocation in a country ravaged by a brutal military dictatorship."
"1181",0,"Call My Agent!",20,"2019-01-04",2018,"TV-MA","3 Seasons","International TV Shows","At a top Paris talent firm, agents scramble to keep their star clients happy – and their business afloat – after an unexpected crisis."
"1182",0,"Call the Midwife",75,"2020-09-15",2020,"TV-MA","9 Seasons","British TV Shows","This period drama set in impoverished East London in the 1950s follows a newly qualified midwife and her colleagues at a nursing convent."
"1183",1,"Calum von Moger: Unbroken",76,"2019-08-13",2019,"TV-MA","93 min","Documentaries","Bodybuilder and two-time Mr. Universe, Calum von Moger, reflects on his rise to fame and battle to come back from a debilitating injury."
"1184",1,"Cam",76,"2018-11-16",2018,"TV-MA","95 min","Horror Movies","After a look-alike takes over her account, a cam girl with a growing fan base sets out to identify the mysterious culprit and reclaim her own identity."
"1185",0,"Camarón Revolution","","2018-07-18",2018,"TV-14","1 Season","Docuseries","The extraordinary life and career of flamenco legend Camarón de la Isla is covered in this sweeping biography series."
"1186",1,"Camarón: The Film",67,"2018-07-18",2018,"TV-14","105 min","Documentaries","This documentary looks back on the life of legendary flamenco singer Camarón, who went from humble roots to rock star status to a tragic early death."
"1187",0,"Camelia la Texana",43,"2017-02-01",2014,"TV-14","1 Season","Crime TV Shows","Inspired by the famous song ""Contrabando y Traición,"" Camelia, a beautiful girl from San Antonio, kills her lover and becomes a legendary drug runner."
"1188",1,"Camera Store",76,"2017-08-20",2016,"TV-MA","104 min","Comedies","With the digital revolution just around the corner, the employees of Bibideaux camera store strive to stay relevant amid unstoppable change."
"1189",1,"Camp Cool Kids",76,"2018-01-01",2017,"TV-G","104 min","Children & Family Movies","A young boy attends summer camp, where he overcomes his fears, stands up to bullies and learns important lessons about faith and life."
"1190",0,"Camp X",10,"2019-02-01",2014,"TV-MA","1 Season","Docuseries","Established during World War II, North America's first secret agent training school – known as Camp X – paved the way for present-day espionage."
"1191",1,"Camp X-Ray",76,"2017-01-14",2014,"R","117 min","Dramas","Fresh Army recruit Amy Cole is assigned to Guantanamo Bay's Camp X-Ray, where she forms a surprising bond with one of the prisoners in her charge."
"1192",0,"Can We Get Married?",65,"2017-05-22",2012,"TV-14","1 Season","International TV Shows","On the cusp of marriage or divorce, four couples consider the meaning of love, sharing a life, meddling families and the weight of their commitment."
"1193",0,"Can You Hear Me?",10,"2020-11-02",2020,"TV-MA","2 Seasons","International TV Shows","Three friends in a low-income neighborhood find humor and hope in their lives as they grapple with bad boyfriends and their dysfunctional families."
"1194",0,"Can't Cope, Won't Cope",32,"2020-05-28",2018,"TV-MA","2 Seasons","TV Comedies","In Dublin, friends Aisling and Danielle must come to terms with adulthood when their millennial hijinks and hangovers begin to wear off."
"1195",1,"Can't Hardly Wait",76,"2021-01-01",1998,"PG-13","101 min","Comedies","At a wild high school graduation party, aspiring writer Preston hopes to declare his love to popular girl Amanda, who just got dumped by the class jock."
"1196",1,"Can't Help Falling in Love",52,"2019-02-27",2017,"TV-14","120 min","Comedies","Gab is eager to tie the knot with her handsome boyfriend, but there's a problem, and it's a doozy: She's already married to a total stranger."
"1197",1,"Can’t Complain",18,"2020-06-03",2007,"TV-MA","114 min","Comedies","Raised by a father to fraudulently act as one person, three identical brothers end up pining for the same woman as one triplet seeks psychiatric help."
"1198",1,"Candy Jar",76,"2018-04-27",2018,"TV-14","93 min","Children & Family Movies","Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams."
"1199",0,"Candy Online",70,"2019-11-17",2019,"TV-MA","1 Season","International TV Shows","When a wardrobe malfunction goes viral, a bubbly live streamer struggles to navigate her classmates' cruel judgment and the small town she lives in."
"1200",1,"Candyflip",29,"2019-02-15",2017,"TV-MA","104 min","Dramas","On the incandescent shores of Goa, a young man tumbles down a mind-bending – and soon dangerous – series of trips after taking hallucinatory drugs."
"1201",1,"Candyman",76,"2019-10-01",1992,"R","99 min","Cult Movies","Grad student Helen Lyle unintentionally summons the Candyman, a hook-handed creature made flesh by other people's belief in him."
"1202",0,"Cannabis",20,"2016-12-15",2016,"TV-MA","1 Season","Crime TV Shows","When a huge marijuana shipment falls prey to thieves, the aftermath touches players from all ranks of the drug trade between Morocco and Europe."
